EmployeeNumber,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceLevel
1480,42,9,2,Medical,Female,Single,No,1,3,1,Research & Development,Laboratory Technician,4,3673,1,No,3,12,12,9,5,Intermediate
1481,44,1,5,Marketing,Female,Married,No,1,3,2,Sales,Sales Executive,3,4768,7,No,3,11,1,0,0,Intermediate
1482,30,7,3,Technical Degree,Male,Divorced,No,3,3,1,Research & Development,Research Scientist,3,1274,1,No,3,1,1,0,0,Entry
1483,57,1,2,Life Sciences,Male,Married,No,2,4,2,Research & Development,Research Scientist,3,4900,0,No,4,13,12,9,2,Intermediate
1484,49,7,4,Life Sciences,Male,Divorced,No,3,3,3,Research & Development,Healthcare Representative,2,10466,3,No,3,29,8,7,0,Senior
1485,34,15,3,Medical,Male,Divorced,No,2,3,4,Research & Development,Research Director,1,17007,7,No,3,16,14,8,6,Senior
1486,28,1,3,Technical Degree,Male,Married,Yes,1,3,1,Sales,Sales Representative,3,2909,3,No,3,5,3,2,1,Entry
1487,29,13,3,Technical Degree,Female,Single,Yes,1,3,2,Sales,Sales Executive,2,5765,5,No,3,7,5,3,0,Entry
1489,34,24,4,Medical,Female,Single,Yes,1,2,2,Sales,Sales Executive,2,4599,0,Yes,4,16,15,9,10,Senior
1492,35,7,1,Life Sciences,Male,Married,No,4,3,1,Sales,Sales Representative,3,2404,1,No,3,1,1,0,0,Entry
1494,24,9,3,Medical,Male,Single,Yes,2,3,1,Research & Development,Laboratory Technician,1,3172,2,Yes,3,4,0,0,0,Entry
1495,24,13,2,Life Sciences,Female,Married,No,4,3,1,Sales,Sales Representative,2,2033,1,No,3,1,1,0,0,Entry
1496,44,2,1,Medical,Male,Single,No,2,3,3,Research & Development,Manufacturing Director,3,10209,5,Yes,3,16,2,2,2,Senior
1497,29,19,3,Life Sciences,Male,Divorced,No,3,2,2,Sales,Sales Executive,3,8620,1,No,3,10,10,7,0,Intermediate
1499,30,1,3,Life Sciences,Male,Divorced,No,3,3,1,Human Resources,Human Resources,3,2064,0,No,4,6,5,3,1,Entry
1501,55,4,4,Life Sciences,Male,Married,No,4,3,2,Research & Development,Healthcare Representative,3,4035,0,Yes,3,4,3,2,1,Entry
1502,33,4,4,Medical,Female,Married,No,1,2,1,Research & Development,Laboratory Technician,2,3838,8,No,3,8,5,4,0,Entry
1503,47,14,3,Medical,Female,Married,No,3,3,2,Sales,Sales Executive,3,4591,3,Yes,3,11,5,4,1,Intermediate
1504,28,2,2,Medical,Male,Single,Yes,3,2,1,Research & Development,Laboratory Technician,1,2561,7,No,3,8,0,0,0,Entry
1506,28,1,3,Life Sciences,Male,Divorced,No,1,2,1,Research & Development,Research Scientist,3,1563,1,No,3,1,1,0,0,Entry
1507,28,7,3,Life Sciences,Male,Single,No,3,3,2,Sales,Sales Executive,1,4898,0,No,3,5,4,2,1,Entry
1509,49,3,2,Medical,Female,Married,No,3,2,2,Research & Development,Laboratory Technician,1,4789,4,No,4,10,3,2,1,Intermediate
1513,29,2,1,Life Sciences,Female,Married,No,4,3,1,Research & Development,Laboratory Technician,2,3180,0,No,3,4,3,2,0,Entry
1514,28,29,1,Life Sciences,Male,Married,No,3,1,2,Research & Development,Manufacturing Director,2,6549,1,No,3,8,8,6,1,Entry
1515,33,8,5,Life Sciences,Male,Single,No,4,3,2,Research & Development,Healthcare Representative,3,6388,2,Yes,3,14,0,0,0,Intermediate
1516,32,10,3,Medical,Male,Single,No,3,3,3,Research & Development,Manager,4,11244,2,No,4,10,5,2,0,Intermediate
1520,54,11,4,Medical,Female,Divorced,No,2,3,4,Research & Development,Manager,4,16032,3,No,4,26,14,9,1,Senior
1522,29,1,4,Technical Degree,Male,Single,Yes,1,2,1,Research & Development,Research Scientist,1,2362,6,No,3,11,9,7,0,Intermediate
1523,44,28,3,Life Sciences,Male,Married,No,4,3,4,Research & Development,Research Director,1,16328,3,No,3,24,20,6,14,Senior
1525,39,6,3,Life Sciences,Female,Single,No,2,3,3,Research & Development,Manufacturing Director,2,8376,4,No,3,9,2,0,2,Entry
1527,46,3,3,Life Sciences,Female,Married,No,3,3,4,Sales,Manager,2,16606,8,No,3,23,13,12,5,Senior
1529,35,16,3,Life Sciences,Female,Single,No,4,2,3,Research & Development,Healthcare Representative,2,8606,1,No,3,11,11,8,3,Intermediate
1533,23,20,1,Life Sciences,Male,Single,No,1,3,2,Research & Development,Laboratory Technician,3,2272,0,No,3,5,4,3,1,Entry
1534,40,9,4,Life Sciences,Male,Single,Yes,4,3,1,Research & Development,Laboratory Technician,1,2018,3,No,3,15,5,4,1,Entry
1535,34,1,3,Technical Degree,Male,Married,No,4,2,3,Sales,Sales Executive,3,7083,1,Yes,3,10,10,9,8,Intermediate
1537,31,3,3,Life Sciences,Female,Single,Yes,4,3,1,Research & Development,Research Scientist,3,4084,1,No,3,7,7,2,7,Entry
1539,50,22,5,Medical,Male,Single,No,3,1,4,Research & Development,Research Director,4,14411,1,Yes,3,32,32,6,13,Senior
1541,34,7,2,Technical Degree,Male,Married,No,2,3,1,Sales,Sales Representative,3,2308,0,Yes,4,12,11,10,5,Intermediate
1542,42,2,3,Medical,Male,Married,No,3,2,1,Research & Development,Laboratory Technician,2,4841,4,No,3,4,1,0,0,Entry
1543,37,13,3,Medical,Male,Married,No,1,3,2,Research & Development,Research Scientist,4,4285,1,No,3,10,10,8,3,Intermediate
1544,29,8,1,Other,Female,Married,No,3,1,2,Research & Development,Healthcare Representative,1,9715,3,No,3,9,7,7,0,Entry
1545,33,25,3,Life Sciences,Male,Single,No,4,2,2,Research & Development,Manufacturing Director,2,4320,1,No,3,5,5,3,0,Entry
1546,45,28,3,Technical Degree,Male,Married,No,4,3,1,Research & Development,Research Scientist,4,2132,4,No,4,8,5,4,0,Entry
1547,42,2,3,Life Sciences,Male,Married,No,4,3,3,Research & Development,Healthcare Representative,4,10124,2,Yes,3,24,20,8,13,Senior
1548,40,9,2,Medical,Male,Married,No,1,3,2,Sales,Sales Executive,1,5473,0,No,3,9,8,4,7,Entry
1549,33,28,4,Life Sciences,Male,Married,No,2,3,2,Research & Development,Laboratory Technician,3,5207,1,Yes,3,15,15,14,5,Entry
1550,40,6,2,Medical,Male,Single,No,3,3,4,Human Resources,Manager,4,16437,1,Yes,4,21,21,7,7,Senior
1551,24,21,2,Technical Degree,Male,Divorced,No,3,2,1,Research & Development,Laboratory Technician,1,2296,0,No,3,2,1,1,0,Entry
1552,40,8,2,Life Sciences,Male,Divorced,No,4,3,2,Research & Development,Healthcare Representative,4,4069,3,Yes,3,8,2,2,2,Entry
1553,45,1,4,Technical Degree,Male,Divorced,No,1,3,3,Research & Development,Healthcare Representative,2,7441,1,No,3,10,10,8,7,Intermediate
1554,35,28,4,Life Sciences,Female,Married,No,2,2,1,Sales,Sales Representative,3,2430,0,No,4,6,5,3,4,Entry
1555,32,5,2,Life Sciences,Female,Married,No,4,2,2,Research & Development,Research Scientist,2,5878,3,No,3,12,7,1,2,Intermediate
1556,36,2,4,Life Sciences,Male,Single,No,3,3,1,Sales,Sales Representative,4,2644,3,Yes,4,7,3,2,1,Entry
1557,48,16,4,Life Sciences,Female,Divorced,No,3,3,2,Sales,Sales Executive,3,6439,8,No,3,18,8,7,7,Senior
1558,29,9,3,Life Sciences,Male,Married,No,3,4,1,Research & Development,Research Scientist,3,2451,6,No,3,5,1,0,0,Entry
1560,33,8,4,Life Sciences,Male,Married,No,1,3,2,Sales,Sales Executive,1,6392,2,No,3,8,2,2,2,Entry
1562,30,1,3,Life Sciences,Male,Married,Yes,2,2,2,Sales,Sales Executive,1,9714,1,No,3,10,10,8,6,Intermediate
1563,38,10,4,Human Resources,Male,Married,No,3,3,2,Human Resources,Human Resources,3,6077,3,No,3,10,6,3,1,Intermediate
1564,35,1,3,Medical,Male,Single,No,4,2,1,Research & Development,Laboratory Technician,1,2450,1,No,3,3,3,0,1,Entry
1568,30,29,4,Technical Degree,Male,Married,No,3,3,3,Sales,Sales Executive,2,9250,3,No,3,9,4,2,1,Entry
1569,35,2,3,Life Sciences,Female,Divorced,Yes,1,3,1,Research & Development,Laboratory Technician,1,2074,1,Yes,3,1,1,0,0,Entry
1572,53,2,5,Technical Degree,Female,Married,Yes,3,2,3,Research & Development,Manufacturing Director,4,10169,0,No,3,34,33,7,1,Senior
1573,38,2,3,Medical,Male,Married,Yes,3,3,2,Research & Development,Manufacturing Director,2,4855,4,No,3,7,5,2,1,Entry
1574,32,1,4,Technical Degree,Male,Married,No,4,3,2,Research & Development,Research Scientist,1,4087,4,No,3,9,6,5,1,Entry
1576,48,15,4,Other,Female,Married,No,3,3,1,Research & Development,Research Scientist,1,2367,8,No,3,10,8,2,7,Intermediate
1577,34,7,4,Medical,Male,Single,No,1,3,1,Research & Development,Research Scientist,4,2972,1,No,3,1,1,0,0,Entry
1578,55,26,5,Marketing,Male,Married,No,3,2,5,Sales,Manager,4,19586,1,No,4,36,36,6,2,Senior
1580,34,1,4,Life Sciences,Male,Married,No,2,3,2,Research & Development,Research Scientist,4,5484,9,No,3,9,2,2,2,Entry
1581,26,3,3,Life Sciences,Female,Married,No,1,3,1,Research & Development,Research Scientist,4,2061,1,No,4,1,1,0,0,Entry
1582,38,14,3,Life Sciences,Male,Married,No,3,3,2,Sales,Sales Executive,2,9924,0,No,3,10,9,8,7,Intermediate
1583,38,16,3,Life Sciences,Female,Single,No,2,3,2,Sales,Sales Executive,2,4198,2,No,3,8,3,2,1,Entry
1585,36,1,4,Life Sciences,Female,Single,No,2,3,2,Sales,Sales Executive,3,6815,6,No,3,15,1,0,0,Entry
1586,29,3,1,Medical,Male,Single,No,2,3,1,Research & Development,Laboratory Technician,1,4723,1,Yes,3,10,10,9,1,Intermediate
1587,35,10,4,Medical,Female,Single,No,1,3,2,Research & Development,Healthcare Representative,3,6142,3,Yes,3,10,5,2,0,Intermediate
1588,39,6,3,Medical,Male,Married,No,4,4,3,Sales,Sales Executive,3,8237,2,No,3,11,7,6,7,Intermediate
1590,29,2,1,Life Sciences,Male,Divorced,No,1,3,2,Research & Development,Healthcare Representative,4,8853,1,No,3,6,6,4,1,Entry
1591,50,9,3,Marketing,Male,Married,No,3,3,5,Sales,Manager,3,19331,4,Yes,3,27,1,0,0,Senior
1592,23,10,3,Technical Degree,Male,Married,No,4,4,1,Research & Development,Research Scientist,3,2073,2,No,3,4,2,2,2,Entry
1594,36,6,4,Life Sciences,Male,Married,No,1,4,2,Research & Development,Laboratory Technician,1,5562,3,Yes,3,9,3,2,0,Entry
1595,42,9,2,Other,Male,Single,No,4,2,5,Research & Development,Manager,4,19613,8,No,4,24,1,0,0,Senior
1596,35,28,3,Life Sciences,Male,Married,No,2,4,2,Research & Development,Laboratory Technician,3,3407,1,No,3,10,10,9,6,Intermediate
1597,34,10,4,Technical Degree,Male,Married,No,4,2,2,Research & Development,Healthcare Representative,3,5063,1,No,3,8,8,2,7,Entry
1598,40,14,2,Life Sciences,Female,Married,No,4,3,2,Sales,Sales Executive,1,4639,1,No,3,5,5,4,1,Entry
1599,43,27,3,Technical Degree,Male,Divorced,No,4,4,1,Research & Development,Laboratory Technician,2,4876,5,No,3,8,6,4,0,Entry
1601,35,7,2,Life Sciences,Male,Married,No,3,2,1,Research & Development,Laboratory Technician,4,2690,1,No,3,1,1,0,0,Entry
1602,46,1,4,Life Sciences,Male,Single,No,4,4,4,Sales,Manager,1,17567,1,No,3,27,26,0,0,Senior
1604,28,24,3,Medical,Male,Married,Yes,3,3,1,Research & Development,Laboratory Technician,2,2408,1,Yes,3,1,1,1,0,Entry
1605,22,26,2,Other,Female,Married,No,2,2,1,Research & Development,Research Scientist,3,2814,1,Yes,3,4,4,2,1,Entry
1606,50,20,5,Medical,Male,Married,No,2,3,4,Research & Development,Healthcare Representative,3,11245,2,Yes,3,32,30,8,12,Senior
1607,32,5,4,Other,Female,Married,No,2,4,1,Research & Development,Research Scientist,4,3312,3,No,3,6,3,2,0,Entry
1608,44,7,3,Medical,Female,Divorced,No,2,3,5,Research & Development,Research Director,4,19049,0,Yes,3,23,22,7,1,Senior
1609,30,7,3,Medical,Male,Married,No,2,2,1,Research & Development,Research Scientist,2,2141,1,No,3,6,6,4,1,Entry
1611,45,5,5,Medical,Female,Single,No,3,1,2,Research & Development,Laboratory Technician,1,5769,1,Yes,3,10,10,7,1,Intermediate
1612,45,26,3,Marketing,Male,Married,No,1,2,2,Sales,Sales Executive,1,4385,1,No,3,10,10,7,4,Intermediate
1613,31,2,4,Other,Male,Single,No,4,3,2,Sales,Sales Executive,1,5332,7,No,3,10,5,2,0,Intermediate
1614,36,12,4,Life Sciences,Female,Married,No,3,3,2,Research & Development,Manufacturing Director,3,4663,9,Yes,3,7,3,2,1,Entry
1615,34,10,4,Life Sciences,Male,Divorced,No,3,4,2,Research & Development,Manufacturing Director,4,4724,1,No,3,9,9,7,7,Entry
1617,49,25,4,Life Sciences,Female,Married,No,3,3,1,Research & Development,Laboratory Technician,1,3211,1,No,3,10,9,6,1,Intermediate
1618,39,10,5,Medical,Male,Married,No,2,3,2,Research & Development,Manufacturing Director,1,5377,2,No,3,10,7,7,7,Intermediate
1619,27,19,3,Other,Male,Divorced,No,4,2,1,Research & Development,Laboratory Technician,1,4066,1,No,3,7,7,7,0,Entry
1621,35,18,5,Life Sciences,Male,Married,No,2,4,2,Research & Development,Research Scientist,1,5208,1,No,3,16,16,15,1,Senior
1622,28,27,3,Medical,Female,Divorced,No,2,1,2,Research & Development,Manufacturing Director,1,4877,0,No,4,6,5,3,0,Entry
1623,21,5,1,Medical,Male,Single,No,3,3,1,Research & Development,Research Scientist,4,3117,1,No,3,3,2,2,2,Entry
1624,18,3,2,Medical,Female,Single,Yes,2,3,1,Sales,Sales Representative,4,1569,1,Yes,3,0,0,0,0,Entry
1625,47,26,4,Life Sciences,Female,Married,No,4,3,5,Human Resources,Manager,3,19658,3,No,3,27,5,2,1,Senior
1627,39,3,2,Medical,Male,Divorced,No,3,2,2,Research & Development,Laboratory Technician,3,3069,0,No,3,11,10,8,0,Intermediate
1628,40,15,3,Life Sciences,Female,Married,No,1,2,3,Research & Development,Manufacturing Director,3,10435,1,No,3,18,18,15,14,Senior
1630,35,8,4,Life Sciences,Female,Married,No,3,3,2,Research & Development,Healthcare Representative,3,4148,1,No,3,15,14,11,2,Entry
1631,37,19,3,Life Sciences,Male,Married,No,3,3,2,Research & Development,Manufacturing Director,3,5768,3,No,3,9,4,3,0,Entry
1633,39,4,3,Medical,Female,Single,No,1,3,2,Research & Development,Manufacturing Director,3,5042,0,No,3,10,9,2,3,Intermediate
1635,45,2,2,Other,Female,Divorced,No,4,2,2,Research & Development,Manufacturing Director,4,5770,1,No,3,10,10,7,3,Intermediate
1638,38,2,2,Medical,Female,Married,No,4,2,3,Research & Development,Manufacturing Director,3,7756,3,Yes,3,10,5,4,0,Intermediate
1639,35,10,3,Medical,Male,Married,Yes,4,2,3,Sales,Sales Executive,1,10306,9,No,3,15,13,12,6,Entry
1640,37,10,3,Medical,Female,Married,No,2,3,1,Research & Development,Research Scientist,2,3936,1,No,3,8,8,4,7,Entry
1641,40,16,3,Life Sciences,Female,Single,No,3,3,3,Research & Development,Manufacturing Director,4,7945,6,Yes,3,18,4,2,3,Senior
1642,44,1,5,Human Resources,Male,Married,No,1,3,2,Human Resources,Human Resources,4,5743,4,Yes,3,14,10,7,0,Intermediate
1644,48,4,5,Medical,Male,Married,No,3,2,4,Research & Development,Manager,4,15202,2,No,4,23,2,2,2,Senior
1645,35,15,2,Medical,Male,Divorced,Yes,1,1,2,Sales,Sales Executive,4,5440,6,Yes,3,7,2,2,2,Entry
1646,24,2,1,Technical Degree,Female,Single,No,1,3,1,Research & Development,Research Scientist,4,3760,1,Yes,3,6,6,3,1,Entry
1647,27,8,3,Medical,Female,Married,No,2,4,1,Research & Development,Research Scientist,3,3517,7,No,3,5,3,2,0,Entry
1648,27,2,3,Medical,Male,Single,No,4,3,1,Research & Development,Research Scientist,4,2580,2,No,3,6,4,2,1,Entry
1649,40,7,3,Life Sciences,Male,Single,Yes,1,3,1,Research & Development,Laboratory Technician,1,2166,3,Yes,3,10,4,2,0,Intermediate
1650,29,10,3,Medical,Male,Single,No,3,2,2,Sales,Sales Executive,3,5869,9,No,3,8,5,2,1,Entry
1651,36,5,4,Life Sciences,Female,Married,No,2,3,3,Research & Development,Healthcare Representative,1,8008,4,No,3,9,3,2,0,Entry
1653,25,2,1,Life Sciences,Male,Divorced,No,4,4,2,Research & Development,Manufacturing Director,3,5206,1,No,3,7,7,7,0,Entry
1654,39,12,3,Medical,Male,Married,No,4,3,2,Research & Development,Manufacturing Director,2,5295,4,No,4,7,5,4,1,Entry
1655,49,22,4,Other,Female,Married,No,1,3,4,Research & Development,Research Director,2,16413,3,No,3,27,4,2,1,Senior
1656,50,17,5,Life Sciences,Female,Divorced,No,4,2,3,Research & Development,Research Director,1,13269,5,No,3,19,14,11,1,Senior
1657,20,2,3,Medical,Female,Single,No,3,3,1,Sales,Sales Representative,3,2783,1,No,3,2,2,2,2,Entry
1658,34,3,3,Life Sciences,Female,Divorced,No,4,3,2,Research & Development,Research Scientist,2,5433,1,No,3,11,11,8,7,Intermediate
1659,36,7,3,Life Sciences,Male,Single,No,1,3,1,Research & Development,Laboratory Technician,2,2013,2,No,3,15,4,3,1,Entry
1661,49,6,1,Life Sciences,Female,Married,No,3,2,4,Research & Development,Healthcare Representative,3,13966,2,Yes,3,30,15,11,2,Senior
1662,36,1,4,Medical,Female,Married,No,4,2,2,Research & Development,Manufacturing Director,3,4374,0,No,3,4,3,2,1,Entry
1664,36,3,2,Life Sciences,Male,Divorced,No,4,4,2,Research & Development,Healthcare Representative,1,6842,6,No,4,13,5,4,0,Intermediate
1665,54,22,5,Medical,Female,Married,No,2,3,4,Research & Development,Manager,3,17426,3,No,4,36,10,8,4,Senior
1666,43,15,2,Life Sciences,Male,Married,No,3,2,4,Research & Development,Research Director,3,17603,1,No,4,14,14,10,6,Intermediate
1667,35,12,4,Other,Male,Single,Yes,4,3,2,Sales,Sales Executive,4,4581,3,Yes,4,13,11,9,6,Intermediate
1668,38,1,3,Life Sciences,Male,Married,No,4,3,2,Research & Development,Research Scientist,4,4735,7,No,3,19,13,11,2,Senior
1669,29,5,3,Medical,Male,Divorced,No,1,2,2,Sales,Sales Executive,2,4187,1,Yes,3,10,10,0,0,Intermediate
1670,33,2,4,Medical,Male,Divorced,No,4,3,2,Sales,Sales Executive,4,5505,1,No,3,6,6,2,0,Entry
1671,32,2,3,Medical,Male,Divorced,No,4,3,2,Research & Development,Research Scientist,2,5470,0,No,3,10,9,5,1,Intermediate
1673,31,5,4,Life Sciences,Female,Married,No,1,3,2,Sales,Sales Executive,4,5476,1,No,3,10,10,0,0,Intermediate
1674,49,16,3,Medical,Female,Divorced,No,4,3,1,Research & Development,Laboratory Technician,1,2587,4,Yes,3,17,2,2,2,Senior
1675,38,2,3,Medical,Female,Single,No,4,2,1,Research & Development,Laboratory Technician,2,2440,1,No,4,4,4,3,3,Entry
1676,47,2,4,Life Sciences,Female,Divorced,No,2,4,4,Sales,Manager,2,15972,6,No,3,29,3,2,1,Senior
1677,49,1,3,Life Sciences,Male,Single,No,3,3,4,Research & Development,Manager,3,15379,4,No,3,23,8,7,0,Senior
1678,41,23,2,Life Sciences,Male,Single,No,4,3,3,Sales,Sales Executive,3,7082,3,Yes,3,21,2,0,0,Senior
1680,20,9,1,Life Sciences,Male,Single,No,4,3,1,Sales,Sales Representative,1,2728,1,No,3,2,2,2,0,Entry
1681,33,16,3,Life Sciences,Female,Divorced,No,3,3,2,Sales,Sales Executive,4,5368,1,Yes,4,7,6,5,1,Entry
1682,36,26,4,Life Sciences,Male,Married,No,1,3,2,Research & Development,Healthcare Representative,3,5347,6,No,3,10,3,2,0,Intermediate
1683,44,1,3,Life Sciences,Female,Divorced,No,3,3,1,Human Resources,Human Resources,4,3195,4,Yes,3,8,2,2,2,Entry
1684,23,8,1,Medical,Male,Single,Yes,4,2,1,Research & Development,Laboratory Technician,3,3989,1,Yes,3,5,5,4,1,Entry
1687,38,4,2,Medical,Female,Married,No,4,3,1,Research & Development,Laboratory Technician,3,3306,7,No,3,7,0,0,0,Entry
1689,53,24,4,Medical,Male,Married,No,2,4,3,Research & Development,Healthcare Representative,4,7005,3,No,3,11,4,3,1,Intermediate
1691,48,7,2,Medical,Female,Married,Yes,4,3,1,Sales,Sales Representative,3,2655,2,Yes,3,19,9,7,7,Senior
1692,32,2,4,Life Sciences,Male,Single,Yes,4,3,1,Research & Development,Laboratory Technician,2,1393,1,No,3,1,1,0,0,Entry
1693,26,7,3,Medical,Male,Single,No,4,3,1,Research & Development,Laboratory Technician,4,2570,1,No,4,7,7,7,5,Entry
1694,55,22,3,Technical Degree,Male,Divorced,No,1,2,1,Research & Development,Research Scientist,2,3537,5,No,3,8,4,2,1,Entry
1696,34,5,2,Medical,Male,Married,No,2,2,2,Research & Development,Laboratory Technician,4,3986,1,No,3,15,15,10,4,Entry
1697,60,1,4,Medical,Male,Divorced,No,3,1,3,Research & Development,Healthcare Representative,4,10883,3,No,4,19,1,0,0,Senior
1698,33,21,3,Medical,Male,Married,No,2,4,1,Research & Development,Laboratory Technician,2,2028,1,No,3,14,14,11,2,Intermediate
1700,37,1,4,Medical,Male,Divorced,No,3,1,2,Sales,Sales Executive,4,9525,1,No,3,6,6,3,1,Entry
1701,34,19,3,Life Sciences,Female,Married,No,2,2,1,Research & Development,Research Scientist,4,2929,1,No,3,10,10,9,8,Intermediate
1702,23,7,3,Life Sciences,Male,Divorced,Yes,3,3,1,Sales,Sales Representative,4,2275,1,Yes,4,3,3,2,0,Entry
1703,44,2,3,Life Sciences,Female,Married,No,3,4,3,Research & Development,Healthcare Representative,4,7879,1,Yes,3,9,8,7,6,Entry
1704,35,2,4,Medical,Male,Single,No,1,2,1,Research & Development,Research Scientist,4,4930,0,Yes,3,6,5,4,1,Entry
1706,43,2,3,Medical,Male,Married,No,4,3,2,Sales,Sales Executive,4,7847,1,Yes,3,10,10,9,8,Intermediate
1707,24,9,3,Medical,Male,Married,No,3,4,1,Research & Development,Research Scientist,3,4401,1,No,3,5,5,3,0,Entry
1708,41,6,3,Marketing,Male,Single,No,4,3,3,Sales,Sales Executive,3,9241,1,No,3,10,10,8,8,Intermediate
1709,29,9,4,Medical,Female,Married,No,4,3,1,Research & Development,Laboratory Technician,3,2974,9,No,3,9,5,3,1,Entry
1710,36,2,4,Life Sciences,Female,Single,No,3,3,2,Sales,Sales Representative,4,4502,3,No,3,17,13,7,6,Senior
1712,45,1,1,Life Sciences,Male,Married,No,3,2,3,Research & Development,Healthcare Representative,3,10748,3,No,4,25,23,15,14,Senior
1714,24,22,1,Human Resources,Male,Married,Yes,4,1,1,Human Resources,Human Resources,3,1555,1,No,3,1,1,0,0,Entry
1716,47,9,3,Life Sciences,Male,Married,Yes,3,1,4,Sales,Sales Executive,3,12936,7,No,3,25,23,5,14,Senior
1718,26,17,4,Medical,Male,Married,No,4,1,1,Research & Development,Laboratory Technician,3,2305,1,No,3,3,3,2,0,Entry
1719,45,28,2,Technical Degree,Female,Single,No,4,2,4,Research & Development,Research Director,2,16704,1,No,3,21,21,6,8,Senior
1720,32,10,3,Life Sciences,Male,Married,No,1,3,1,Research & Development,Research Scientist,3,3433,6,No,3,10,5,2,1,Intermediate
1721,31,2,4,Life Sciences,Male,Married,No,2,3,1,Research & Development,Laboratory Technician,3,3477,1,No,3,6,5,2,0,Entry
1722,41,4,3,Human Resources,Male,Married,No,3,1,2,Human Resources,Human Resources,2,6430,6,No,3,10,3,2,1,Intermediate
1724,40,8,2,Life Sciences,Female,Married,No,2,3,2,Research & Development,Manufacturing Director,1,6516,2,Yes,3,18,1,0,0,Senior
1725,24,29,1,Medical,Male,Divorced,No,2,3,1,Research & Development,Laboratory Technician,1,3907,1,No,3,6,6,2,1,Entry
1727,46,13,4,Life Sciences,Male,Single,No,3,3,2,Research & Development,Healthcare Representative,2,5562,6,No,3,19,10,7,0,Senior
1728,35,27,4,Life Sciences,Male,Married,No,4,3,2,Research & Development,Manufacturing Director,3,6883,2,No,3,17,7,7,0,Senior
1729,30,16,1,Life Sciences,Male,Married,No,2,3,1,Research & Development,Research Scientist,4,2862,1,No,3,10,10,0,0,Intermediate
1731,47,2,4,Marketing,Male,Married,No,3,3,2,Sales,Sales Executive,2,4978,7,No,3,4,1,0,0,Entry
1732,46,2,3,Life Sciences,Male,Divorced,No,3,3,3,Sales,Sales Executive,4,10368,4,Yes,3,13,10,6,0,Intermediate
1733,36,13,5,Marketing,Male,Divorced,Yes,2,2,2,Sales,Sales Executive,1,6134,5,Yes,3,16,2,2,2,Senior
1734,32,1,2,Life Sciences,Male,Single,Yes,1,1,2,Sales,Sales Executive,2,6735,6,No,3,10,0,0,0,Intermediate
1735,23,4,1,Medical,Female,Single,No,3,3,1,Research & Development,Laboratory Technician,2,3295,1,No,3,3,3,2,1,Entry
1736,31,24,1,Technical Degree,Female,Single,No,4,3,2,Research & Development,Manufacturing Director,4,5238,2,No,4,9,5,4,1,Entry
1737,39,1,3,Life Sciences,Male,Married,No,4,3,2,Research & Development,Laboratory Technician,4,6472,1,Yes,3,9,9,8,5,Entry
1739,32,19,3,Life Sciences,Male,Married,No,4,1,3,Sales,Sales Executive,3,9610,3,No,3,10,4,3,0,Intermediate
1740,40,7,4,Medical,Male,Single,No,2,3,5,Sales,Manager,2,19833,1,No,3,21,21,8,12,Senior
1744,45,4,3,Life Sciences,Female,Married,No,3,1,3,Human Resources,Human Resources,3,9756,4,No,4,9,5,0,0,Entry
1745,30,2,4,Technical Degree,Female,Single,No,4,2,1,Research & Development,Research Scientist,1,4968,0,No,3,10,9,7,0,Intermediate
1746,24,10,3,Medical,Male,Married,No,1,3,1,Human Resources,Human Resources,4,2145,0,No,3,3,2,2,2,Entry
1747,30,8,3,Human Resources,Female,Divorced,Yes,3,2,1,Human Resources,Human Resources,4,2180,6,No,3,6,4,2,1,Entry
1749,31,5,3,Technical Degree,Male,Married,No,1,3,2,Sales,Sales Executive,3,8346,1,No,3,6,5,2,0,Entry
1751,27,8,3,Medical,Female,Single,No,3,3,1,Research & Development,Research Scientist,4,3445,1,No,3,6,6,2,1,Entry
1752,29,9,3,Marketing,Female,Single,Yes,2,1,1,Sales,Sales Representative,2,2760,1,No,3,2,2,2,2,Entry
1753,29,1,3,Life Sciences,Male,Single,No,4,4,2,Research & Development,Healthcare Representative,3,6294,8,Yes,3,10,3,2,0,Intermediate
1754,30,15,2,Marketing,Male,Divorced,No,3,2,3,Sales,Sales Executive,1,7140,2,No,3,12,7,7,1,Intermediate
1755,34,2,4,Medical,Male,Married,No,4,4,1,Research & Development,Research Scientist,4,2932,0,Yes,3,6,5,0,1,Entry
1756,33,2,3,Marketing,Female,Single,No,4,3,2,Sales,Sales Executive,2,5147,8,No,3,13,11,7,1,Intermediate
1757,49,11,4,Marketing,Female,Single,No,4,3,2,Sales,Sales Executive,4,4507,3,No,3,8,5,1,0,Entry
1758,33,16,3,Life Sciences,Female,Single,Yes,1,3,3,Sales,Sales Executive,1,8564,2,Yes,4,11,0,0,0,Intermediate
1760,38,2,2,Medical,Female,Married,No,3,2,1,Research & Development,Laboratory Technician,2,2468,4,No,3,9,6,1,0,Entry
1761,31,16,4,Marketing,Male,Married,Yes,1,3,3,Sales,Sales Executive,3,8161,2,No,3,10,1,0,0,Intermediate
